epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
45,810.028,1.56971,1.7709,1.26015,0.01655,0.9375,0.48897,0.28408,1.73578,3.18497,1.46623,0.00031042,0.00031042,0.00031042
46,827.968,1.49647,1.67337,1.26287,0.01655,0.9375,0.48897,0.28408,1.73578,3.18497,1.46623,0.000311906,0.000311906,0.000311906
47,845.869,1.52607,1.70229,1.21558,0.01542,0.8875,0.43055,0.25351,1.79153,3.21158,1.513,0.000313145,0.000313145,0.000313145
48,863.754,1.64359,1.61906,1.25964,0.01542,0.8875,0.43055,0.25351,1.79153,3.21158,1.513,0.000314136,0.000314136,0.000314136
49,881.936,1.57862,1.67458,1.21222,0.01454,0.8375,0.461,0.22842,1.867,3.20631,1.59021,0.00031488,0.00031488,0.00031488
50,899.869,1.58158,1.56122,1.19222,0.01454,0.8375,0.461,0.22842,1.867,3.20631,1.59021,0.000315376,0.000315376,0.000315376
51,917.869,1.48122,1.50411,1.15592,0.01456,0.8375,0.43584,0.22253,1.86043,3.22624,1.62561,0.000315625,0.000315625,0.000315625
52,935.887,1.55408,1.47713,1.18835,0.01456,0.8375,0.43584,0.22253,1.86043,3.22624,1.62561,0.000315626,0.000315626,0.000315626
53,953.818,1.3972,1.56425,1.24039,0.01456,0.8375,0.43584,0.22253,1.86043,3.22624,1.62561,0.00031538,0.00031538,0.00031538
54,971.806,1.5407,1.56432,1.17115,0.01569,0.81667,0.44673,0.204,1.89344,3.20854,1.65217,0.000314886,0.000314886,0.000314886
55,989.737,1.43731,1.43516,1.15501,0.01569,0.81667,0.44673,0.204,1.89344,3.20854,1.65217,0.000314145,0.000314145,0.000314145
56,1007.7,1.34366,1.33524,1.13045,0.01569,0.81667,0.44673,0.204,1.89344,3.20854,1.65217,0.000313156,0.000313156,0.000313156
57,1025.78,1.48908,1.41402,1.13482,0.39107,0.55833,0.40814,0.2029,1.86956,3.19104,1.65092,0.00031192,0.00031192,0.00031192
58,1043.68,1.45932,1.64771,1.21269,0.39107,0.55833,0.40814,0.2029,1.86956,3.19104,1.65092,0.000310436,0.000310436,0.000310436
59,1061.68,1.44601,1.42348,1.13867,0.39107,0.55833,0.40814,0.2029,1.86956,3.19104,1.65092,0.000308705,0.000308705,0.000308705
60,1079.66,1.29679,1.34242,1.08247,0.52554,0.25364,0.41806,0.2205,1.88177,3.11623,1.68854,0.000306726,0.000306726,0.000306726
61,1097.45,1.42218,1.56173,1.21562,0.52554,0.25364,0.41806,0.2205,1.88177,3.11623,1.68854,0.0003045,0.0003045,0.0003045
62,1115.35,1.38658,1.41724,1.12649,0.52554,0.25364,0.41806,0.2205,1.88177,3.11623,1.68854,0.000302026,0.000302026,0.000302026
63,1133.37,1.36023,1.47437,1.18392,0.60826,0.05413,0.43332,0.25673,1.81445,3.07725,1.6266,0.000299305,0.000299305,0.000299305
64,1151.3,1.40482,1.34618,1.11365,0.60826,0.05413,0.43332,0.25673,1.81445,3.07725,1.6266,0.000296336,0.000296336,0.000296336
65,1169.2,1.36975,1.35689,1.14791,0.60826,0.05413,0.43332,0.25673,1.81445,3.07725,1.6266,0.00029312,0.00029312,0.00029312
66,1187.2,1.41555,1.34577,1.14302,0.62907,0.06861,0.49376,0.29596,1.69838,3.01999,1.5363,0.000289656,0.000289656,0.000289656
67,1205.19,1.2419,1.28212,1.08611,0.62907,0.06861,0.49376,0.29596,1.69838,3.01999,1.5363,0.000285945,0.000285945,0.000285945
68,1223.18,1.31736,1.26012,1.05816,0.62907,0.06861,0.49376,0.29596,1.69838,3.01999,1.5363,0.000281986,0.000281986,0.000281986
69,1241.36,1.33937,1.40017,1.12674,0.64656,0.09484,0.50402,0.32001,1.64445,2.96208,1.49443,0.00027778,0.00027778,0.00027778
70,1259.44,1.37524,1.37588,1.20553,0.64656,0.09484,0.50402,0.32001,1.64445,2.96208,1.49443,0.000273326,0.000273326,0.000273326
71,1277.4,1.28672,1.27194,1.10776,0.64656,0.09484,0.50402,0.32001,1.64445,2.96208,1.49443,0.000268625,0.000268625,0.000268625
72,1295.48,1.34666,1.20027,1.10958,0.65768,0.11151,0.49467,0.3099,1.68863,2.94657,1.4803,0.000263676,0.000263676,0.000263676
73,1313.58,1.26458,1.25789,1.0811,0.65768,0.11151,0.49467,0.3099,1.68863,2.94657,1.4803,0.00025848,0.00025848,0.00025848
74,1331.69,1.33332,1.40166,1.22018,0.65768,0.11151,0.49467,0.3099,1.68863,2.94657,1.4803,0.000253036,0.000253036,0.000253036
75,1349.66,1.24095,1.26991,1.09821,0.91654,0.21599,0.52176,0.31337,1.77442,2.88841,1.52901,0.000247345,0.000247345,0.000247345
76,1367.5,1.25422,1.18671,1.06153,0.91654,0.21599,0.52176,0.31337,1.77442,2.88841,1.52901,0.000241406,0.000241406,0.000241406
77,1385.39,1.21637,1.15013,1.04498,0.91654,0.21599,0.52176,0.31337,1.77442,2.88841,1.52901,0.00023522,0.00023522,0.00023522
78,1403.46,1.25295,1.16469,1.05733,0.89372,0.23325,0.5205,0.30226,1.81001,2.85349,1.55121,0.000228786,0.000228786,0.000228786
79,1421.33,1.24111,1.10897,1.0413,0.89372,0.23325,0.5205,0.30226,1.81001,2.85349,1.55121,0.000222105,0.000222105,0.000222105
80,1439.21,1.16878,1.15879,1.09245,0.89372,0.23325,0.5205,0.30226,1.81001,2.85349,1.55121,0.000215176,0.000215176,0.000215176
81,1457.1,1.2976,1.25879,1.13993,0.88432,0.2444,0.52985,0.30686,1.80455,2.80603,1.57451,0.000208,0.000208,0.000208
82,1474.89,1.19274,1.15434,1.08401,0.88432,0.2444,0.52985,0.30686,1.80455,2.80603,1.57451,0.000200576,0.000200576,0.000200576
83,1492.81,1.26508,1.16399,1.06817,0.88432,0.2444,0.52985,0.30686,1.80455,2.80603,1.57451,0.000192905,0.000192905,0.000192905
84,1510.87,1.20449,1.23737,1.10349,0.87966,0.34365,0.5564,0.31695,1.80612,2.76909,1.58599,0.000184986,0.000184986,0.000184986
85,1528.88,1.16048,1.09854,1.04956,0.87966,0.34365,0.5564,0.31695,1.80612,2.76909,1.58599,0.00017682,0.00017682,0.00017682
86,1546.86,1.23713,1.22648,1.10242,0.87966,0.34365,0.5564,0.31695,1.80612,2.76909,1.58599,0.000168406,0.000168406,0.000168406
87,1565.06,1.07046,1.10376,1.04539,0.87966,0.34365,0.5564,0.31695,1.80612,2.76909,1.58599,0.000159745,0.000159745,0.000159745
88,1583.09,1.26697,1.2673,1.07032,0.60771,0.39102,0.56931,0.31985,1.83731,2.70612,1.60218,0.000150836,0.000150836,0.000150836
89,1601.38,1.22888,1.16766,1.09409,0.60771,0.39102,0.56931,0.31985,1.83731,2.70612,1.60218,0.00014168,0.00014168,0.00014168
90,1619.41,1.18827,1.25206,1.09672,0.60771,0.39102,0.56931,0.31985,1.83731,2.70612,1.60218,0.000132276,0.000132276,0.000132276
91,1637.4,1.19174,1.35809,1.08694,0.60771,0.39102,0.56931,0.31985,1.83731,2.70612,1.60218,0.000122625,0.000122625,0.000122625
92,1655.41,1.20518,1.37052,1.13319,0.63394,0.39076,0.54011,0.30288,1.88836,2.67066,1.64734,0.000112726,0.000112726,0.000112726
93,1673.34,1.05477,1.35092,1.05793,0.63394,0.39076,0.54011,0.30288,1.88836,2.67066,1.64734,0.00010258,0.00010258,0.00010258
94,1691.17,1.13897,1.37027,1.08859,0.63394,0.39076,0.54011,0.30288,1.88836,2.67066,1.64734,9.21862e-05,9.21862e-05,9.21862e-05
95,1709.14,1.10036,1.32812,1.07837,0.63394,0.39076,0.54011,0.30288,1.88836,2.67066,1.64734,8.1545e-05,8.1545e-05,8.1545e-05
96,1726.99,1.12895,1.33743,1.01711,0.63511,0.40411,0.54056,0.29464,1.906,2.65359,1.68363,7.06563e-05,7.06563e-05,7.06563e-05
97,1744.74,1.04345,1.22618,1.06135,0.63511,0.40411,0.54056,0.29464,1.906,2.65359,1.68363,5.952e-05,5.952e-05,5.952e-05
98,1762.77,1.0891,1.29032,1.03949,0.63511,0.40411,0.54056,0.29464,1.906,2.65359,1.68363,4.81363e-05,4.81363e-05,4.81363e-05
99,1780.63,1.04595,1.22907,1.05515,0.63511,0.40411,0.54056,0.29464,1.906,2.65359,1.68363,3.6505e-05,3.6505e-05,3.6505e-05
100,1798.84,1.05125,1.23339,1.00078,0.60854,0.42049,0.56555,0.29795,1.90107,2.62558,1.69471,2.46263e-05,2.46263e-05,2.46263e-05
