epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
176,3173.07,0.94017,0.8291,0.93983,0.81175,0.53225,0.5836,0.32177,1.9599,2.04769,1.93978,0.000167188,0.000167188,0.000167188
177,3190.98,0.76457,0.76329,0.91231,0.81175,0.53225,0.5836,0.32177,1.9599,2.04769,1.93978,0.000161,0.000161,0.000161
178,3208.96,0.78581,0.76665,0.91093,0.81175,0.53225,0.5836,0.32177,1.9599,2.04769,1.93978,0.000154812,0.000154812,0.000154812
179,3227.01,0.91452,0.87683,1.0144,0.81175,0.53225,0.5836,0.32177,1.9599,2.04769,1.93978,0.000148625,0.000148625,0.000148625
180,3245.01,0.80124,0.7667,0.9406,0.80566,0.53861,0.58535,0.31898,1.93633,2.04274,1.93588,0.000142437,0.000142437,0.000142437
181,3262.89,0.81037,0.82486,0.96338,0.80566,0.53861,0.58535,0.31898,1.93633,2.04274,1.93588,0.00013625,0.00013625,0.00013625
182,3280.81,0.82508,0.80079,0.93521,0.80566,0.53861,0.58535,0.31898,1.93633,2.04274,1.93588,0.000130062,0.000130062,0.000130062
183,3298.7,0.93264,0.78249,0.93603,0.80566,0.53861,0.58535,0.31898,1.93633,2.04274,1.93588,0.000123875,0.000123875,0.000123875
184,3316.74,0.80141,0.76438,0.92265,0.79893,0.54167,0.58468,0.31844,1.94285,2.04443,1.95815,0.000117687,0.000117687,0.000117687
185,3334.75,0.83715,0.80902,0.94839,0.79893,0.54167,0.58468,0.31844,1.94285,2.04443,1.95815,0.0001115,0.0001115,0.0001115
186,3353.01,0.78534,0.75531,0.91739,0.79893,0.54167,0.58468,0.31844,1.94285,2.04443,1.95815,0.000105312,0.000105312,0.000105312
187,3371.05,0.8598,0.84812,0.95502,0.79893,0.54167,0.58468,0.31844,1.94285,2.04443,1.95815,9.9125e-05,9.9125e-05,9.9125e-05
188,3389.24,0.88137,0.84747,0.98047,0.79823,0.54167,0.58214,0.31941,1.94302,2.05222,1.94894,9.29375e-05,9.29375e-05,9.29375e-05
189,3407.19,0.80263,0.79406,0.94029,0.79823,0.54167,0.58214,0.31941,1.94302,2.05222,1.94894,8.675e-05,8.675e-05,8.675e-05
190,3425.08,0.88132,0.80761,0.9661,0.79823,0.54167,0.58214,0.31941,1.94302,2.05222,1.94894,8.05625e-05,8.05625e-05,8.05625e-05
191,3442.89,0.70025,0.89594,0.88896,0.79823,0.54167,0.58214,0.31941,1.94302,2.05222,1.94894,7.4375e-05,7.4375e-05,7.4375e-05
192,3461.03,0.68434,0.87734,0.88024,0.79806,0.54167,0.58212,0.33281,1.94874,2.0439,1.95521,6.81875e-05,6.81875e-05,6.81875e-05
193,3478.89,0.71647,0.87218,0.86212,0.79806,0.54167,0.58212,0.33281,1.94874,2.0439,1.95521,6.2e-05,6.2e-05,6.2e-05
194,3496.71,0.73574,0.9558,0.91184,0.79806,0.54167,0.58212,0.33281,1.94874,2.0439,1.95521,5.58125e-05,5.58125e-05,5.58125e-05
195,3514.45,0.78092,0.90132,0.92552,0.79806,0.54167,0.58212,0.33281,1.94874,2.0439,1.95521,4.9625e-05,4.9625e-05,4.9625e-05
196,3532.31,0.77376,0.919,0.9146,0.79686,0.54167,0.58553,0.32963,1.97903,2.031,2.0137,4.34375e-05,4.34375e-05,4.34375e-05
197,3550.39,0.82204,0.87019,0.95388,0.79686,0.54167,0.58553,0.32963,1.97903,2.031,2.0137,3.725e-05,3.725e-05,3.725e-05
198,3568.21,0.73036,0.81835,0.87839,0.79686,0.54167,0.58553,0.32963,1.97903,2.031,2.0137,3.10625e-05,3.10625e-05,3.10625e-05
199,3586.12,0.81507,0.87148,0.92206,0.79686,0.54167,0.58553,0.32963,1.97903,2.031,2.0137,2.4875e-05,2.4875e-05,2.4875e-05
200,3604.11,0.75513,0.86283,0.89545,0.74218,0.60255,0.58564,0.32975,1.99267,2.02536,2.04073,1.86875e-05,1.86875e-05,1.86875e-05
